date,RMRF,SMB,HML,RMW,CMA,WML,Rev
2011-09-14,0.0128,-6e-4,0.0201,-0.0057,2e-4,-0.005,0.005
2011-09-15,0.0012,-0.0131,0.011,0.0117,-0.0102,0.01,-0.01
2011-09-16,0.0142,0.0204,0.0115,-0.0101,0.0175,-0.0124,0.0124
2011-09-19,-0.0023,-0.0271,0.0186,0.0174,-0.0185,0.0118,-0.0118
2011-09-20,-0.0132,-0.0365,0.0225,0.0199,-0.0194,0.0287,-0.0287
2011-09-21,-0.0075,-0.0045,0.0051,-7e-4,0.0065,-0.0031,0.0031
2011-09-22,-0.0499,-0.0196,-0.0031,0.007,-0.0075,0.0397,-0.0397
2011-09-23,-0.0014,0.0284,-0.0187,-0.0154,0.0211,-0.0116,0.0116
2011-09-26,0.0092,-0.0027,0.0132,-0.0037,0.0019,-0.0186,0.0186
2011-09-27,0.0028,-0.0094,0.0157,0.0099,-0.0071,0.0183,-0.0183
2011-09-28,-0.0126,-0.012,0.0131,0.007,-0.0057,0.0161,-0.0161
2011-09-29,0.0017,0.0062,0.0024,-0.0024,0.005,-0.0029,0.0029
2011-09-30,-0.0205,-0.0325,0.0113,0.017,-0.0211,0.0291,-0.0291
2011-10-03,-0.0302,-0.0256,-0.0038,0.0142,-0.0144,0.0377,-0.0377
2011-10-04,-0.0025,0.0137,-0.0234,-0.0157,0.0011,-0.0094,0.0094
2011-10-05,0.006,0.0099,0.0059,3e-4,0.011,0.0072,-0.0072
2011-10-06,0.0243,0.0172,0.0118,-0.0161,0.012,-0.0311,0.0311
2011-10-07,-0.0207,-0.007,-0.007,0.001,-0.0015,0.0206,-0.0206
2011-10-10,0.0384,0.0177,0.0295,-0.0114,0.0128,-0.0279,0.0279
2011-10-11,0.0101,0.0058,0.0036,-0.0018,0.0031,-0.0072,0.0072
2011-10-13,0.0136,0.0122,-0.006,-0.0045,-0.0026,-0.01,0.01
2011-10-14,0.0074,0.007,0.0042,-0.0048,0.0066,-0.0152,0.0152
2011-10-17,-0.021,-0.025,-0.0144,0.0127,-0.0118,0.0251,-0.0251
2011-10-18,0.0201,0.0197,-0.0054,-0.0142,0.0105,-0.0159,0.0159
2011-10-19,-0.0016,0.0103,-0.0245,-0.0069,0.0088,-0.0042,0.0042
2011-10-20,-0.018,-0.0103,0.0135,0.0034,4e-4,0.0182,-0.0182
2011-10-21,0.0224,-2e-4,0.0112,0.0036,-0.0041,-0.0103,0.0103
2011-10-24,0.0288,0.004,0.0028,0.0047,-1e-4,-0.0151,0.0151
2011-10-25,-0.0111,-0.0167,-0.0109,0.0059,-0.0164,0.0078,-0.0078
2011-10-26,0.0147,0.0087,-9e-4,0.0018,0.0012,-0.0045,0.0045
2011-10-27,0.0361,0.0222,-0.0039,-0.0098,0.0115,-0.0376,0.0376
2011-10-28,0.0037,-0.0033,0.0119,-0.0064,-0.0081,-0.0109,0.0109
2011-10-31,-0.0204,-0.0187,0.0109,0.009,-0.0097,0.0144,-0.0144
2011-11-01,-0.018,-0.0242,2e-4,0.0109,-0.0118,0.0193,-0.0193
2011-11-03,0.0147,-0.0056,0.014,-4e-4,-0.0049,-0.0196,0.0196
2011-11-04,0.0077,0.0095,0.0062,-0.0032,0.0037,-0.0107,0.0107
2011-11-07,0.0085,-0.0113,-0.0033,0.0046,-0.0163,-0.005,0.005
2011-11-08,-0.0033,0.0026,-0.0099,9e-4,0.0043,0.0037,-0.0037
2011-11-09,-0.0258,-0.021,-0.0015,0.0132,-0.0084,0.0375,-0.0375
2011-11-10,-0.0044,0.0036,8e-4,-0.0083,-0.0013,-0.0066,0.0066
2011-11-11,0.0207,0.0045,-0.0063,-0.0046,-0.0095,-0.0051,0.0051
2011-11-14,-0.0054,-0.0156,0.0126,0.0079,-0.0048,0.0042,-0.0042
2011-11-16,0.0047,-0.0284,0.0196,0.0116,-0.0187,0.0173,-0.0173
2011-11-17,-0.0276,-0.0149,-0.0055,0.0064,-0.0066,0.0224,-0.0224
2011-11-18,-0.0049,-0.0017,0.01,-0.0034,-0.0011,-0.0084,0.0084
2011-11-21,-0.0083,-0.0068,0.0016,0.0013,-0.0053,2e-4,-2e-4
2011-11-22,-0.0077,-0.0075,-0.0103,0.0059,-0.0052,0.0036,-0.0036
2011-11-23,-0.0168,-0.0092,-0.0263,0.0025,-0.0079,0.0071,-0.0071
2011-11-24,0.0051,0.0052,-0.0108,-0.004,-0.0037,-3e-4,3e-4
2011-11-25,-0.0074,0.0076,-0.0183,-0.0022,0.0035,0.0138,-0.0138
2011-11-28,0.0198,0.0026,-0.0071,-0.0038,0.0059,-0.0167,0.0167
2011-11-29,-0.0133,-0.0074,-0.011,0.0029,-0.008,0.0109,-0.0109
2011-11-30,0.0277,-0.0026,0.0061,0.0016,0.001,-0.0139,0.0139
2011-12-01,0.0217,0.019,0.0371,-0.0146,0.0152,-0.0236,0.0236
2011-12-02,-0.0049,-0.0128,0.0204,0.0102,-0.0052,0.0085,-0.0085
2011-12-05,0.0171,0.0205,0.0404,-0.0142,0.0121,-0.0213,0.0213
2011-12-06,0.0102,-0.0044,0.0019,-0.0024,-2e-4,-0.0058,0.0058
2011-12-07,-0.0152,-0.0089,-0.0043,-0.0058,-0.0021,0.0029,-0.0029
2011-12-08,-0.0212,-0.0191,0.0144,0.0134,-0.0048,0.0313,-0.0313
2011-12-09,0.0131,0.0124,0.0223,-0.0102,0.0088,-0.0193,0.0193
2011-12-12,-0.0158,-0.0261,0.0063,0.0209,-0.0177,0.0335,-0.0335
2011-12-13,0.0022,-0.0046,-0.0023,0.0074,-0.0067,0.0066,-0.0066
2011-12-14,-0.0153,-0.0103,0.0128,0.0113,-0.0055,0.0235,-0.0235
2011-12-15,-0.006,-0.0032,-0.0052,-8e-4,-0.0089,0.0099,-0.0099
2011-12-16,-0.0046,-0.0116,-0.0278,0.0121,-0.0093,0.0143,-0.0143
2011-12-19,-0.0147,-0.0414,0.0403,0.0273,-0.0244,0.0375,-0.0375
2011-12-20,0.0275,-0.0216,0.0163,0.0206,-0.0207,-0.0056,0.0056
2011-12-21,-0.0041,-0.0105,-0.0011,0.0091,-0.0067,0.0134,-0.0134
2011-12-22,0.0118,-0.0045,0.0069,0.0028,0.0035,-0.007,0.007
2011-12-23,0.0057,-0.0018,0.0029,0.004,-0.0011,4e-4,-4e-4
2011-12-26,-0.001,0.0093,-0.0075,-0.0069,0.0054,-0.0046,0.0046
2011-12-27,0.0054,-0.004,0.0216,0.0045,-0.0052,0.0046,-0.0046
2011-12-28,-0.0261,-0.0128,-0.0154,0.0095,-0.0049,0.028,-0.028
2011-12-29,0.0035,5e-4,0.0164,-0.0062,0.0096,-0.0082,0.0082
2012-01-02,0.0179,0.0251,-0.038,-0.0062,0.0029,-0.016,0.016
2012-01-03,0.0241,0.0035,0.0019,0.005,-0.0087,-0.0184,0.0184
2012-01-04,0.0013,-0.0061,0.0062,0.0052,-0.0024,2e-4,-2e-4
2012-01-05,-0.0143,-0.0132,0.0114,0.0042,-0.005,0.0106,-0.0106
2012-01-06,5e-4,-0.0038,-0.0051,0.0047,-0.0021,0.0031,-0.0031
2012-01-09,0.0078,0.0126,-0.0151,-0.0099,0.012,-0.0225,0.0225
2012-01-10,0.0118,0.0114,-0.0047,-0.0114,0.0047,-0.0123,0.0123
2012-01-11,0.0022,-0.0044,0.0086,1e-4,-0.0044,0.0053,-0.0053
2012-01-12,-0.0011,-0.0032,0.0049,-0.0013,-8e-4,-0.0045,0.0045
2012-01-13,-0.0134,-0.0159,0.0052,0.006,-0.005,0.004,-0.004
2012-01-16,0.0132,-0.004,0.0017,-9e-4,-0.0044,-0.0114,0.0114
2012-01-17,0.011,-5e-4,-0.0045,0.0104,-0.0083,0.0064,-0.0064
2012-01-18,0.0172,0.0011,0.0124,-0.0036,0.0023,-0.0151,0.0151
2012-01-19,0.0029,0.0136,0.0097,-0.0057,0.0098,-0.0018,0.0018
2012-01-20,0.0058,0.0047,0.0181,-0.0025,0.0042,-0.0022,0.0022
2012-01-23,8e-4,-0.0068,-0.0105,-0.0012,-0.0098,-0.017,0.017
2012-01-24,0.0012,-0.0032,-0.0025,5e-4,-0.0053,-0.0051,0.0051
2012-01-26,0.0067,0.0167,-0.0172,-0.0049,0.0077,0.0043,-0.0043
2012-01-27,-0.0012,0.0154,-0.0116,-0.0035,0.0135,-0.0044,0.0044
2012-01-30,-0.0025,-0.0133,-0.0138,0.0112,-0.0134,0.0096,-0.0096
2012-01-31,0.0044,0.0071,-0.0118,0.0031,-0.0021,-0.0087,0.0087
2012-02-01,0.023,0.0241,-0.0032,-0.0127,0.0061,-0.0166,0.0166
2012-02-02,0,0.0095,-0.0234,-0.005,-3e-4,0.0052,-0.0052
2012-02-03,0.0092,0.0014,0.0109,-0.0023,0.0042,0.0012,-0.0012
2012-02-06,-3e-4,-0.008,0.0111,0.0062,-0.0063,-0.0022,0.0022
2012-02-07,0.0102,0.0076,0.006,-0.0098,0.0064,-0.0221,0.0221
2012-02-08,-0.0017,-0.0067,0.0015,0.0094,-0.0022,0.0078,-0.0078
2012-02-09,-0.005,-0.0106,-0.0078,0.0034,-0.0041,0.0027,-0.0027
2012-02-10,-0.0241,0.0044,0.0025,4e-4,0.012,0.0449,-0.0449
2012-02-13,0.0257,0.0202,-0.0022,-0.0144,0.0106,-0.0276,0.0276
2012-02-14,-0.0104,0.0175,-0.0102,-0.0069,0.022,0.0101,-0.0101
2012-02-15,0.0047,0.029,-0.0142,-0.0217,0.0183,-0.0164,0.0164
2012-02-16,0.0114,-0.0077,-0.0026,-0.0014,-0.0143,-0.0114,0.0114
2012-02-17,5e-4,0.0062,0.0031,-0.009,0.0084,-0.0076,0.0076
2012-02-22,-0.0021,-0.0048,0.0014,0.002,-0.002,0.0053,-0.0053
2012-02-23,-0.0045,-0.0047,0.0067,0.0027,-0.0056,0.0047,-0.0047
2012-02-24,0.0015,4e-4,0.0198,-0.0027,0.002,-0.0166,0.0166
2012-02-27,-0.0111,-0.0068,-0.0071,0.0016,-0.0014,0.0062,-0.0062
2012-02-28,0.0105,0.0125,-0.0017,-0.0122,0.0126,-0.0061,0.0061
2012-02-29,-0.0026,-0.0186,0.0167,0.0072,-0.003,0.0113,-0.0113
2012-03-01,0.0147,-0.0105,0.0113,0.0076,-0.0129,-0.0013,0.0013
2012-03-02,0.0141,8e-4,0.003,-0.0045,-0.0115,-0.0018,0.0018
2012-03-05,-0.0125,0.005,0.0112,-0.0041,0.006,0.01,-0.01
2012-03-06,-0.0284,1e-4,-0.0183,-0.0042,0.0043,0.0158,-0.0158
2012-03-07,0.0134,0.0115,0.0057,-0.0092,0.0037,-0.0076,0.0076
2012-03-08,0.0131,0.0223,0.0058,-0.0152,0.0136,-0.0097,0.0097
2012-03-09,-0.0034,-0.0212,0.0165,0.0152,-0.0086,0.0184,-0.0184
2012-03-12,-0.0052,-7e-4,-0.0056,-9e-4,-0.003,0.0064,-0.0064
2012-03-13,0.0295,0.0167,0.027,-0.0086,0.0074,-0.03,0.03
2012-03-14,-0.0024,-0.0232,-0.0018,0.0105,-0.0127,0.0049,-0.0049
2012-03-15,-0.0078,0.0072,0.0112,6e-4,0.0114,0.0095,-0.0095
2012-03-16,-0.0013,-0.0177,0.0049,0.0131,-0.0095,0.0068,-0.0068
2012-03-19,3e-4,-0.0065,0.0058,5e-4,-0.007,0.0025,-0.0025
2012-03-20,-0.0068,-0.0023,0.0073,-0.0038,-0.0046,0.0066,-0.0066
2012-03-21,-0.0068,-0.0115,0.0083,0.0093,-0.0082,0.0118,-0.0118
2012-03-22,-0.0159,-0.0046,-0.0033,-0.0036,0.0021,0.0073,-0.0073
2012-03-23,-6e-4,-0.0046,-0.0223,0.0063,-0.0046,0.0046,-0.0046
2012-03-26,0.0128,-0.0105,0.0114,0.0039,-0.0129,-7e-4,7e-4
2012-03-27,-0.0101,-0.0056,0.0046,0.0022,-1e-4,0.0117,-0.0117
2012-03-28,-0.015,-0.0049,-0.0267,0.0028,-0.0062,0.0146,-0.0146
2012-03-29,-0.0036,-0.0194,-0.0067,0.0126,-0.0164,0.0153,-0.0153
2012-03-30,-0.0059,-0.0076,-0.0064,0.0061,-0.0012,2e-4,-2e-4
2012-04-02,0.0105,-0.0175,0.0303,0.0126,-0.0114,0.0175,-0.0175
2012-04-03,-0.0148,0.009,-0.0059,-0.005,0.0099,0.0085,-0.0085
2012-04-04,-0.0122,0.0177,-0.0356,-0.0076,0.0019,0.0093,-0.0093
2012-04-05,0.0022,0.0085,-5e-4,-0.0108,0.0046,-0.0085,0.0085
2012-04-09,-0.0125,-0.0071,1e-4,0.0078,-0.0023,0.0134,-0.0134
2012-04-10,-0.0194,-0.0191,0.0011,0.0131,-0.0098,0.0193,-0.0193
2012-04-11,-0.0076,-0.0262,-0.0042,0.0161,-0.0188,0.0119,-0.0119
2012-04-12,0.028,-0.0022,0.0063,0.0114,-0.0081,-0.0091,0.0091
2012-04-13,-0.0156,-0.011,0.0069,0.0054,-0.0115,0.0204,-0.0204
2012-04-16,-0.0028,0.0083,-0.0117,-0.0047,0.0071,-0.0037,0.0037
2012-04-17,0.0116,0.0147,-0.012,-0.0112,0.0079,-0.008,0.008
2012-04-18,0.0046,-0.0091,0.0072,0.0105,-0.0072,-0.0025,0.0025
2012-04-19,-0.0066,-0.0038,0.003,0.003,0.0014,0.0117,-0.0117
2012-04-20,-0.0023,-0.0162,0.0195,0.0088,-0.0078,0.0111,-0.0111
2012-04-23,-0.0157,-0.025,0.0019,0.0164,-0.0151,0.0217,-0.0217
2012-04-24,0.0067,0.0297,0.004,-0.0188,0.0181,-0.0195,0.0195
2012-04-25,-0.0039,0.0061,-0.0235,-0.0125,2e-4,-0.0043,0.0043
2012-04-26,0.0069,0.0043,0.0047,-7e-4,0.007,-0.0091,0.0091
2012-04-27,-0.0085,-0.017,0.0156,0.0128,-0.0018,0.0149,-0.0149
2012-04-30,0.0018,-0.0056,0.0028,-9e-4,-0.0025,-0.0045,0.0045
2012-05-02,0.0094,0.0067,-0.0041,-0.0052,-0.006,-0.0229,0.0229
2012-05-03,-0.0055,0.0135,-0.0357,-0.0015,8e-4,0.0106,-0.0106
2012-05-04,-0.0212,0.0093,0.0226,-0.0089,0.012,0.0187,-0.0187
2012-05-07,0.0062,0.0094,0.0014,-0.0079,0.0105,-0.0136,0.0136
2012-05-08,-0.0144,-0.0143,0.0018,0.0073,-0.0038,0.0165,-0.0165
2012-05-09,-0.01,-9e-4,0.0152,-0.0041,0.0057,-0.0038,0.0038
2012-05-10,-0.0017,-0.0046,0.008,-1e-4,0.0025,0.0097,-0.0097
2012-05-11,-0.0046,0.0131,-0.0124,-0.0074,0.0129,-0.0012,0.0012
2012-05-14,-0.0329,-0.0419,0.0026,0.0263,-0.0175,0.0253,-0.0253
2012-05-15,-0.0232,-0.0386,0.0056,0.0196,-0.0176,0.0369,-0.0369
2012-05-16,-0.0066,0.0044,-0.0299,-0.0083,0.017,-0.039,0.039
2012-05-17,-0.034,-0.021,-0.0239,0.0073,-0.0122,0.0359,-0.0359
2012-05-18,0.0084,2e-4,0.0265,-0.0015,0.0031,-0.0215,0.0215
2012-05-21,0.0371,-0.016,0.0357,0.0079,-0.0132,-0.0188,0.0188
2012-05-22,-0.0281,-0.0582,-0.0049,0.0389,-0.0295,0.0556,-0.0556
2012-05-23,-0.008,0.0064,-0.0299,1e-4,-0.0011,0.0129,-0.0129
2012-05-24,-0.0106,0.0059,-0.01,-0.0045,-0.008,0.0203,-0.0203
2012-05-25,0.007,0.0175,-0.0175,-0.0064,0.0085,-0.0022,0.0022
2012-05-28,0.0133,0.0097,0.0107,-0.0085,0.0033,-0.0105,0.0105
2012-05-29,-0.0109,-0.0261,0.0362,0.011,-0.0091,0.0109,-0.0109
2012-05-30,-0.0158,-0.0288,-0.0114,0.0206,-0.0132,0.0324,-0.0324
2012-05-31,0.0125,-0.0119,0.0169,0.0127,-0.0055,-0.0154,0.0154
2012-06-01,-0.0205,-0.0222,-0.031,0.0083,-0.009,0.0181,-0.0181
2012-06-04,-1e-4,-0.0159,0.0091,0.0056,-0.0087,0,-0
2012-06-05,-0.018,-0.0243,0.006,0.0119,-0.0157,0.0245,-0.0245
2012-06-06,0.0311,0.005,0.0136,-0.0021,0.0029,-0.0016,0.0016
2012-06-08,0.0047,0.0225,-0.0048,-0.0027,0.0095,-0.0151,0.0151
2012-06-11,-0.0082,0.0134,-0.011,-7e-4,0.0092,0.0046,-0.0046
2012-06-12,0.0189,0.0069,-0.0021,4e-4,0.0044,-0.0063,0.0063
2012-06-13,0.0105,0.0222,-0.0061,-0.0119,0.0108,-0.0233,0.0233
2012-06-14,-0.0057,0.0144,-0.0133,-0.0016,0.0166,0.0081,-0.0081
2012-06-15,0.0132,0.0021,1e-4,-9e-4,-6e-4,-0.008,0.008
2012-06-18,0.0013,-0.0105,-0.0037,0.0047,-0.0124,-0.0047,0.0047
2012-06-19,0.0173,7e-4,0.0221,-0.0062,1e-4,-0.025,0.025
2012-06-20,-8e-4,0.0147,0.0239,-0.0141,0.0044,-0.0142,0.0142
2012-06-21,-0.0298,0.0102,0.0098,-0.0076,0.0072,0.0127,-0.0127
2012-06-22,-0.0015,9e-4,0.0092,-0.0078,0.0051,-0.0123,0.0123
2012-06-25,-0.0302,-0.0074,0.0043,-0.0012,0.0078,0.0521,-0.0521
2012-06-26,3e-4,-0.0169,-0.0022,0.0159,-0.0163,0.0106,-0.0106
2012-06-27,-0.0139,-0.0318,-0.0229,0.0277,-0.0117,0.0297,-0.0297
2012-06-28,-0.0089,-0.017,-0.0388,0.0064,-0.0137,0.0098,-0.0098
2012-06-29,0.0315,0.0203,0.024,-0.0091,0.0093,-0.0283,0.0283
2012-07-02,0.0059,-0.0027,0.003,-0.0019,0.0234,0.0012,-0.0012
2012-07-03,0.0194,0.0055,-0.0185,-0.0048,-0.0301,-0.0035,0.0035
2012-07-04,0.005,0.0057,-0.002,-0.0151,0.0016,-0.0043,0.0043
2012-07-05,0.0051,-0.0149,-5e-4,0.0192,-0.009,0.0097,-0.0097
2012-07-06,-0.0179,-0.02,0.0224,0.0218,0.016,0.0126,-0.0126
2012-07-10,-0.0316,-0.0118,0.0199,0.0139,0.0292,0.0074,-0.0074
2012-07-11,-0.0029,-0.0107,0.0157,-0.0045,0.0141,0.0062,-0.0062
2012-07-12,-0.0031,-0.0048,0.0068,-0.0011,0.0468,2e-4,-2e-4
2012-07-13,0.0166,-0.0073,-0.0069,0.001,-0.002,0.0033,-0.0033
2012-07-16,-0.0175,-0.035,0.0249,0.0275,0.0164,0.022,-0.022
2012-07-17,0.0092,0.0243,-0.0155,-0.0157,0.0093,-0.0162,0.0162
2012-07-18,0.0121,0.0198,-0.0108,-0.0214,9e-4,-0.0129,0.0129
2012-07-19,0.0136,0.0264,-0.0244,-0.0128,-0.0286,-0.0153,0.0153
2012-07-20,-0.0213,-0.0253,0.0195,0.0201,0.0116,0.0163,-0.0163
2012-07-23,-0.022,0.0013,0.0133,-0.0233,0.0038,-0.001,0.001
2012-07-24,-0.0078,0.0046,0.0038,-0.0017,0.0149,-0.001,0.001
2012-07-25,-9e-4,-0.0108,0.002,0.0165,-0.0109,0.0071,-0.0071
2012-07-26,0.0259,0.0228,-0.02,-0.0401,-0.0099,-0.016,0.016
2012-07-27,0.0459,0.024,-0.0188,-0.0261,-0.0209,-0.0152,0.0152
2012-07-30,0.0118,0.0178,-0.0138,-0.0203,-0.0132,-0.0101,0.0101
2012-07-31,-0.0205,-0.0013,0.0119,0.0172,-0.0031,0.0037,-0.0037
2012-08-01,0.0032,0.0151,-0.0218,-0.0027,-0.0369,-0.0087,0.0087
2012-08-02,-0.0141,1e-4,0.0027,0.0088,0.0099,1e-4,-1e-4
2012-08-03,0.0305,0.0363,-0.0381,-0.0104,-0.0123,-0.0227,0.0227
2012-08-06,0.0185,0.0187,-0.0144,-0.0187,-0.0203,-0.0109,0.0109
2012-08-07,-0.011,-0.04,0.036,0.0231,0.0163,0.0255,-0.0255
2012-08-08,0.0207,0.0215,-0.0235,-0.0111,-0.0114,-0.0136,0.0136
2012-08-09,-0.0029,0.0093,-0.0041,-0.0061,-0.0174,-0.0039,0.0039
2012-08-10,0.0079,0.0102,-0.0084,0.0068,0.026,-0.0076,0.0076
2012-08-13,-0.003,0.0072,-7e-4,-0.0078,0.0055,-0.0041,0.0041
2012-08-14,-0.018,-0.0366,0.0224,0.0211,-0.0059,0.0236,-0.0236
2012-08-15,0.0015,0.0143,-0.0128,-0.0194,0.0024,-0.0091,0.0091
2012-08-16,0.0211,0.0154,-0.0142,-0.0089,0.0041,-0.0106,0.0106
2012-08-17,-0.0064,0.0042,-0.0104,0.0122,0.0146,-0.0042,0.0042
2012-08-20,0.0031,0.0219,-0.0203,-0.0056,-0.0186,-0.013,0.013
2012-08-21,-0.0065,0.026,-0.0262,-6e-4,0.0047,-0.0158,0.0158
2012-08-22,0.0075,0.0135,-0.0132,-0.0323,0.0096,-0.0105,0.0105
2012-08-23,-0.015,-0.012,0.0062,0.0015,-0.0039,0.0074,-0.0074
2012-08-24,-0.0018,0.0178,-0.0147,-0.0076,-0.0012,-0.0118,0.0118
2012-08-27,-0.0057,-0.0113,0.0089,-0.0049,0.007,0.0067,-0.0067
2012-08-28,0.0048,0.0048,-0.0053,0.0074,-0.0041,-0.0024,0.0024
2012-08-29,-0.0182,0.0027,-0.008,4e-4,0.0065,-0.0029,0.0029
2012-08-30,-0.0023,0.009,-0.0097,0,0.0017,-0.0063,0.0063
2012-08-31,-0.0037,0.0024,7e-4,-0.0152,-0.0159,-0.0016,0.0016
2012-09-03,0.0036,-0.008,-0.0014,0.0129,-8e-4,0.0056,-0.0056
2012-09-04,-0.0187,-0.0161,0.0103,0.0102,0.0559,0.0065,-0.0065
2012-09-05,0.0109,-0.0216,0.0169,0.0115,0.03,0.0118,-0.0118
2012-09-06,0.025,-0.0067,0.0051,-0.0139,-0.0167,0.0041,-0.0041
2012-09-10,0.0011,-0.0063,0.0114,0.0167,-0.0015,0.006,-0.006
2012-09-11,0.017,0.016,-0.0102,-0.0076,-0.0037,-0.0104,0.0104
2012-09-12,0.0081,0.0187,-0.0166,-0.0115,-0.0114,-0.0113,0.0113
2012-09-13,0.0331,0.0183,-0.0314,-0.014,-0.0236,-0.0121,0.0121
2012-09-14,0.0021,-0.0226,0.0182,0.0037,0.0274,0.0125,-0.0125
2012-09-17,-0.0051,-0.0223,0.0118,0.0238,-0.0017,0.0136,-0.0136
2012-09-18,-3e-4,0.0174,-0.0129,-1e-4,-0.0214,-0.0095,0.0095
2012-09-19,-0.0028,0.0095,-2e-4,-0.0101,0.0102,-0.0055,0.0055
2012-09-20,3e-4,0.0123,-0.011,-0.0143,0.0083,-0.0094,0.0094
2012-09-21,-0.0062,-0.0039,0.0041,-0.0076,0.01,0.0019,-0.0019
2012-09-24,0.0093,0.0073,-0.0082,-0.0092,0.0162,-0.0073,0.0073
2012-09-25,-0.0233,0.0123,-0.0164,-0.0138,0.0088,-0.0114,0.0114
2012-09-26,-7e-4,-0.0106,0.0051,0.0028,0.006,0.0066,-0.0066
2012-09-27,-0.0042,-0.0079,0.0047,-0.0028,0.0242,0.0025,-0.0025
2012-09-28,-0.0181,-0.0049,9e-4,0.0105,0.0205,8e-4,-8e-4
2012-10-01,0.0064,0.01,-0.0052,-0.0227,0.0096,-0.0079,0.0079
2012-10-02,-0.0061,-0.0398,0.0209,0.0245,0.0048,0.0234,-0.0234
2012-10-03,-0.0104,0.014,-0.0104,-0.0093,0.0197,-0.0109,0.0109
2012-10-04,-0.0032,-0.0312,0.0311,0.0097,-0.0113,0.0209,-0.0209
2012-10-05,0.0016,-0.0038,-0.0011,-0.0054,-0.0095,0.0025,-0.0025
2012-10-08,0.0124,0.0038,0.0014,-0.0114,-0.0224,-0.0016,0.0016
2012-10-09,-0.0067,0.0117,-0.0139,0.0082,0.006,-0.0076,0.0076
2012-10-10,-0.0085,0.0014,-0.0103,-0.0038,-0.0052,-0.0017,0.0017
2012-10-11,0.0117,9e-4,-0.0138,0.0111,-0.0154,-3e-4,3e-4
2012-10-15,0.0071,0.0072,-0.0105,-0.0184,0.0064,-0.0063,0.0063
2012-10-16,0.0021,-0.0238,0.0181,0.0163,-0.0024,0.0153,-0.0153
2012-10-17,0.0055,0.0154,-7e-4,-0.0091,-0.0124,-0.0084,0.0084
2012-10-18,-0.0062,-0.0185,0.0144,-0.0021,-0.0071,0.0124,-0.0124
2012-10-19,-0.0139,-0.0036,0.0072,0.0155,0.0093,0.0026,-0.0026
2012-10-22,-0.004,0.008,-0.0039,-0.0082,0.0169,-0.0061,0.0061
2012-10-23,-0.0176,0.0067,-0.0045,-0.0058,0.0117,-0.0058,0.0058
2012-10-24,-0.0095,-0.0116,0.0124,0.0151,0.0071,0.0088,-0.0088
2012-10-25,0.0115,-0.0284,0.0272,0.0236,-0.0273,0.0213,-0.0213
2012-10-26,-0.01,-0.0163,0.0071,0.0114,0.0052,0.0088,-0.0088
2012-10-29,-0.002,-0.0166,0.0139,0.0072,6e-4,0.0106,-0.0106
2012-10-30,0.0086,0.0062,-0.0064,-0.0012,0.0019,-0.0036,0.0036
2012-10-31,-0.011,-0.0027,0.0076,0.0064,0.0173,0.0011,-0.0011
2012-11-01,0.0225,-0.0084,0.0106,0.0099,-0.0025,0.0074,-0.0074
2012-11-05,-0.0032,-0.0026,0.0033,-0.0095,0.0053,7e-4,-7e-4
2012-11-06,0.021,0.0258,-0.0246,-0.0135,-0.0192,-0.0157,0.0157
2012-11-07,-0.0162,0.0068,-0.0028,0.0032,0.0219,-0.0063,0.0063
2012-11-08,-0.0174,-0.003,0.0058,0.0045,0.0039,0.003,-0.003
2012-11-09,-0.0032,0.0011,0.0077,0.0158,0.0117,-0.0013,0.0013
2012-11-12,-0.0054,0.0016,-0.0033,0.001,0.0092,-0.0018,0.0018
2012-11-13,0.0071,-0.0079,-8e-4,0.004,-0.0067,0.0053,-0.0053
2012-11-14,-0.0215,-0.0045,0.0014,0.0101,0.0188,0.0019,-0.0019
2012-11-16,-0.016,-0.004,-2e-4,0.001,0.0086,7e-4,-7e-4
2012-11-19,0.0185,0.0143,-0.0091,0.0054,-0.0296,-0.0063,0.0063
2012-11-21,-0.0042,-0.0176,0.0125,0.011,0.0084,0.0111,-0.0111
2012-11-22,0.0032,-0.005,-0.0017,0.0138,0.0121,0.0021,-0.0021
2012-11-23,0.0197,0.0061,-0.0067,-0.0132,-0.0137,-0.004,0.004
2012-11-26,-0.0149,-0.011,0.0093,0.0117,-0.0042,0.0078,-0.0078
2012-11-27,-0.0089,0.0176,-0.0255,-0.0022,0.0293,-0.0153,0.0153
2012-11-28,0.0049,0.0068,-0.0153,-0.002,0.026,-0.0087,0.0087
2012-11-29,0.0227,0.0319,0.0031,-0.0373,-0.0098,-0.016,0.016
2012-11-30,-0.0068,-0.0011,0.0045,-0.0025,-0.013,0.0014,-0.0014
2012-12-03,0.0123,0.0037,-0.0149,-0.0097,-0.0061,-0.0031,0.0031
2012-12-04,-0.0113,-6e-4,0.0057,0.0098,-0.0051,0.0018,-0.0018
2012-12-05,0.0017,0.0042,-0.0017,0.0076,-0.0114,-0.001,0.001
2012-12-06,-7e-4,0.0053,-0.0065,-0.0047,-0.0025,-0.0038,0.0038
2012-12-07,0.014,0.0178,-0.0144,-0.0085,0.0021,-0.0119,0.0119
2012-12-10,0.0127,0.0093,-0.0112,-0.0118,0.006,-0.0069,0.0069
2012-12-11,0.006,-0.0048,-0.0014,0.0109,-0.0314,0.0043,-0.0043
2012-12-12,-0.0028,0.0084,-0.0114,0.012,-0.0026,-0.0059,0.0059
2012-12-13,-0.0029,-0.0035,0.0081,0.0054,-0.0158,0.0037,-0.0037
